sentense_clean,my_ent_1,their_ent_1,my_ent_2,their_ent_2,label
"The New York Times editorial board officially endorsed Hillary Clinton on Saturday, in an that explicitly states its intent to fire up voters who are indifferent to the Democratic nominee.",Hillary Clinton,New York Time,Democratic,Democratic,1
Zappos CEO Tony Hsieh has been praised for his ability to create a great company culture and his e-commerce endeavor has made its way onto lists that celebrate the best places to work.,Zappos,Zappo,Tony Hsieh,Tony Hsieh,1
Essendon's equal games record-holder Dustin Fletcher faces a two-match ban by the AFL's match review panel on a rough conduct charge.,Essendon,Dustin Fletcher,Dustin Fletcher,AFL,4
Thomas White/IllustrationFitch assigns a stable outlook to its U.S. rating.,Thomas White/IllustrationFitch,IllustrationFitch,U.S.,U.S.,1
"Yuval Levin, taking aim at Lindsey Graham:For members of Congress in particular to fail to do so, let alone to encourage the president to go around Congress and spend money that has not been appropriated, is a dereliction of Congresss duty.",Yuval Levin,Yuval Levin,Lindsey Graham,Congre,3
"Some young supporters of Bernie Sanders, who are justifiably upset about the information revealed by WikiLeaks, told the Daily Beast’s Tim Mak that they don’t care what role Russia might have played. ",Bernie Sanders,WikiLeak,Tim Mak,Russia,3
But the Spanish boss has hit back and insisted Nevilles criticism means nothing to him because hes a failed manager.,Nevilles,Spanish,him,Neville,3
"The western sicko leaders all became friends with him, the French then President Nicolas Sarkozy on top, who is now accused in French Courts of receiving up to  50 million",him,French,President Nicolas Sarkozy,Nicolas Sarkozy,1
"Kevin Ring, vice president of Families Against Mandatory Minimums, a group that has pushed for sentencing reform and clemency for drug offenders for more than 20 years, praised Obama for “doing the right thing.",Kevin Ring,Families Against Mandatory Minimum,Obama,Obama,1
"but I have always taken on the road to help other Democrats win because I think its critical facing what we are today with this president that we win back the House of Representatives at all costs,"" Crowley said.",I,Democrat,I,Crowley,2
"Like all other European airlines, easyJet wants European governments to take necessary measures to reduce unnecessary passenger disruption.The intermittent delays follow the introduction in March of new EU regulations in the wake of the Paris and Brussels terror attacks.",European,European,European,EU,2
The announcement makes Ukip the first major party to commit to the Nato target of 2% spending of GDPUkip economics spokesman Patrick O'Flynn accused the Prime Minister of neglecting the country's defences while pouring taxpayers' cash into overseas aid.,Patrick O'Flynn,Ukip,Minister,Nato,1
"Also, the University of Texas at Austin’s Arabic Flagship Program supports Austin ISD",the University of Texas at Austin’s Arabic Flagship Program,the University of Texa,Austin ISD,Austin ISD,1
"While Mr Bowler's comments have received a mixed reception in the local community, WA Nationals MLC David Grills said he could not support corporal punishment of young offenders.""I",Bowler,Mr Bowler,David Grills,David Grill,4
"Unperturbed by the massive Turkish presence in the 75,000 crowd, thanks to the large immigrant population in Berlin, Joachim Loew's team showed greater attacking endeavour to see off the visitors 3-0 thanks to two Miroslav Klose goals either side of a Mesut Ozil effort.",Joachim Loew's,Berlin,Miroslav Klose,Mesut Ozil,3
"A victory in that state, which Clinton represented for two terms in the Senate, would deal a significant psychological blow to her campaign, rattling Democrats already worried about her high national disapproval ratings.",Clinton,Clinton,her,Democrat,4
"Bank of America said its provision for credit losses declined to the lowest level since the third quarter of 2007 and sales and trading revenue, excluding an accounting charge, was the highest since the 2008 acquisition of Merrill Lynch.""In general it shows nice improvement across the board,"" said Joe Terril, president of Terril &",Joe Terril,"Merrill Lynch.""In",president,Joe Terril,2
"And Secretary of State John Kerry said Sunday that the U.S. will accept 85,000 refugees from around the world next year, and up to 100,000 in 2017.Al Roustom's three brothers and a sister are in Jordan, and his wife has a sister in Lebanon.",John Kerry,State,Roustom,U.S.,1
Ignatius surveyed the Iraqi response and found reason for optimism:,Ignatius,Ignatiu,Iraqi,Iraqi,3
"On Thursday, Rowland commended Democratic House Speaker Moira Lyons (search) and Republican House Minority Leader Robert Ward for selecting a bipartisan committee.""These individuals are all well respected and are regarded as fair and open-minded members.",Rowland,House,Moira Lyons,Robert Ward,3
"MiningWatch Canadas Jen Moore says that, in Escobals case, both Tahoe and Guatemalas government have received the tacit support of the Canadian embassy too.",Jen Moore,MiningWatch Canada,Escobals,Guatemala,1
"Duke and her husband, Joseph, also provided support to preserve 50 acres of Hill & Dale in September 2014.""We love the gorgeous views from the top of the Hill & Dale Preserve and want to make sure this vista stays unchanged for all to enjoy,"" said Duke.",Duke,Duke,Joseph,the Hill & Dale Preserve,1
David Luiz had put Brazil ahead after 18 minutes but Alexis Sanchez equalized for battling Chile before halftime and the host nation watched with bated breath as Brazil were on the brink of elimination after Willian and Hulk had failed to convert their spot-kicks.,David Luiz,Brazil,Alexis Sanchez,Alexis Sanchez,3
"Republican senator Jim Inhofe, from Oklahoma, said it was time for Jaczko to go, given his ""failed leadership"".Jaczko, a nuclear expert, was originally appointed to the commission by George Bush in 2005, and rose to the post of chairman after Barack Obama became president.",Jim Inhofe,Oklahoma,Jaczko,George Bush,3
"Tomaselli was arrested in April on 11 warrants charging gross sexual assault, tampering with a victim, two counts of unlawful sexual contact, five counts of visual sexual aggression against a child and unlawful sexual touching and unlawful sexual contact, Lewiston police said on Sunday.",Tomaselli,Tomaselli,police,Lewiston,4
"Chinese officials have blamed Taiwan for creating trouble rather than Trump, and many of them believe he will be more accommodating to China once in office.",Trump,Chinese,them,Taiwan,3
"The English-language Chinese press has been attacking the United States for interference, but I guess this is normal.",Chinese,Chinese,I,the United State,3
"The purge, which has led to the detention of many journalists and caused the closure of some 130 media outlets, has alarmed Turkeys Western allies and rights groups, who say Erdogan is using the coup as a pretext to muzzle dissent.",Turkeys,Turkey,Erdogan,Erdogan,3
"Politico reported, citing documents and partial transcripts of tapes it obtained, that an FHFA staff member accused Watt of making inappropriate sexual advances when she tried to discuss career and salary matters.",Watt,FHFA,she,Watt,3
"Despite forcing eight saves from Jon Busch, the leagues best attack was on track for a second shutout in a row, with close calls in the second half for Gonzalo Pineda and Chad Barrett thwarted by Busch and Wondolowskis goalline clearance.",Jon Busch,Chad Barrett,Gonzalo Pineda,Wondolowski,4
PA:Press Association Klopp says Southampton paid his side a compliment by playing so defensivelyWe knew before this season started that we had to work on this and be prepared for everything.Saints midfielder Oriol Romeu confirmed Klopps assessment when he said:,Klopp,Press Association Klopp,Oriol Romeu,Southampton,2
"Bush would play hard on the ""I am my own man"" line and paint himself as a low key former effective reform governor who would emphasize fiscal conservatism, bipartisanship, modest immigration reform, and the ability to connect with Hispanic voters, and even some effort to get an uptick in African-American voter support.",Bush,Bush,I,African-American,1
Trump also expects to receive a major new financial contribution from the gulf states to what the United States considers its costly defense of these countries and the fight against the Islamic State.,Trump,Trump,the Islamic State,Islamic,3
"Former President Bill Clinton slammed a Black Lives Matter protest against Hillary Clinton’s candidacy, and said the group defends gang leaders who get kids “hopped up on crack.",Bill Clinton,Black Lives Matter,Hillary Clinton’s,Hillary Clinton’,3
He was accused of committing unspecified criminal acts intended to overthrow the government. South Korean-born U.S. citizen Kim Dong Chul was sentenced in April 2016 to 10 years in prison with hard labor after being convicted of espionage.,He,South Korean,Kim Dong Chul,Kim Dong Chul,3
